"Table S12: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,
"name","longitude","latitude","catalogNumber","stateProvince","pop","locality","elevation"
"Mackenziaena leachii",-42.454801,-22.089991,"OBS437230570","Rio de Janeiro","north","Mata do  Garrafão -22,09x-42,455 -",809.75
"Tangara desmaresti",-42.454801,-22.089991,"OBS435941907","Rio de Janeiro","north","Mata do  Garrafão -22,09x-42,455 -",808.25
"Elaenia mesoleuca",-44.644981,-22.090103,"OBS452863816","Minas Gerais","north","Fazenda da Tia Iraci",1614.2
"Tangara desmaresti",-44.644981,-22.090103,"OBS452863838","Minas Gerais","north","Fazenda da Tia Iraci",1519.75
"Tangara desmaresti",-42.454286,-22.090143,"OBS435993345","Rio de Janeiro","north","Fazendas Garrafão e dos Padres",808.25
"Mackenziaena leachii",-42.495462,-22.104902,"OBS436378683","Rio de Janeiro","north","Duas Barras-Rosario baixo/represa",900.39
"Synallaxis cinerascens",-42.495462,-22.104902,"OBS436378610","Rio de Janeiro","north","Duas Barras-Rosario baixo/represa",861.84
"Muscipipra vetula",-42.606783,-22.106924,"OBS522155881","Rio de Janeiro","north","RJ-148",832.77
"Tangara desmaresti",-42.499178,-22.113259,"OBS435834947","Rio de Janeiro","north","Duas Barras--Vale do Catinguelê",898.91
"Muscipipra vetula",-42.499125,-22.113985,"OBS435990464","Rio de Janeiro","north","Rosario parte baixa ",861.84
"Synallaxis cinerascens",-42.499125,-22.113985,"OBS436005335","Rio de Janeiro","north","Rosario parte baixa ",861.84
"Muscipipra vetula",-42.499881,-22.114706,"OBS436548509","Rio de Janeiro","north","Trilha do Lago",861.84
"Synallaxis cinerascens",-42.499881,-22.114706,"OBS436548427","Rio de Janeiro","north","Trilha do Lago",861.84
"Mackenziaena leachii",-42.477742,-22.115912,"OBS435934946","Rio de Janeiro","north","Porteira da Nicole -22,116x-42,478 ",880.5
"Synallaxis cinerascens",-42.477742,-22.115912,"OBS435934958","Rio de Janeiro","north","Porteira da Nicole -22,116x-42,478 ",913.07
"Synallaxis cinerascens",-42.486193,-22.116527,"OBS435999815","Rio de Janeiro","north","RPPN Nossa Senhora Aparecida ",899.77
"Synallaxis cinerascens",-48.323336,-22.122933,"OBS403339637","São Paulo","north","Dourado--área geral",701.85
"Synallaxis cinerascens",-42.480826,-22.130151,"OBS438905538","Rio de Janeiro","north","Trilha da Cedae",913.07
"Mackenziaena leachii",-42.444053,-22.130603,"OBS436373311","Rio de Janeiro","north","Trilha de Moto",764.49
"Synallaxis cinerascens",-42.444053,-22.130603,"OBS436546665","Rio de Janeiro","north","Trilha de Moto",807.73
"Lepidocolaptes falcinellus",-42.49766,-22.131423,"OBS438871235","Rio de Janeiro","north","Estrada do Helinho",904.22
"Mackenziaena leachii",-42.49766,-22.131423,"OBS438871237","Rio de Janeiro","north","Estrada do Helinho",931.86
"Elaenia mesoleuca",-48.37982,-22.13613,"OBS352670829","São Paulo","north","Brazil  - Dourado - cerrado 1",505.78
"Muscipipra vetula",-42.5803,-22.1702,"OBS154798368","Rio de Janeiro","north","Pico Caledonia",1084.14
"Phylloscartes difficilis",-42.5803,-22.1702,"OBS154798361","Rio de Janeiro","north","Pico Caledonia",1080.07
"Stephanoxis lalandi",-42.5803,-22.1702,"OBS154798395","Rio de Janeiro","north","Pico Caledonia",1080.07
"Mackenziaena leachii",-42.539279,-22.170772,"OBS210158670","Rio de Janeiro","north","Portão Azul",986.17
"Piculus aurulentus",-42.540545,-22.171366,"OBS517474048","Rio de Janeiro","north","Porto Azul Trail",1001.79
"Dysithamnus xanthopterus",-42.570305,-22.212517,"OBS58826022","Rio de Janeiro","north","Pico de Caledonia Mtn./high trail",1069.42
"Mackenziaena leachii",-42.570305,-22.212517,"OBS58826013","Rio de Janeiro","north","Pico de Caledonia Mtn./high trail",1062.55
"Dysithamnus xanthopterus",-42.560821,-22.218913,"OBS169996184","Rio de Janeiro","north","Pico de Caledonia -- Trilha Baixo",1023.44
"Mackenziaena leachii",-42.560821,-22.218913,"OBS364650052","Rio de Janeiro","north","Pico de Caledonia -- Trilha Baixo",1015.54
"Muscipipra vetula",-42.560821,-22.218913,"OBS210152643","Rio de Janeiro","north","Pico de Caledonia -- Trilha Baixo",1037.72
"Phylloscartes difficilis",-42.560821,-22.218913,"OBS364650067","Rio de Janeiro","north","Pico de Caledonia -- Trilha Baixo",1015.96
"Piculus aurulentus",-42.560821,-22.218913,"OBS364650049","Rio de Janeiro","north","Pico de Caledonia -- Trilha Baixo",1015.54
"Stephanoxis lalandi",-42.560821,-22.218913,"OBS364650081","Rio de Janeiro","north","Pico de Caledonia -- Trilha Baixo",1015.96
"Synallaxis cinerascens",-42.560821,-22.218913,"OBS272374083","Rio de Janeiro","north","Pico de Caledonia -- Trilha Baixo",1037.72
"Mackenziaena leachii",-42.564125,-22.219748,"OBS181106527","Rio de Janeiro","north","Pico Caledonia",1015.54
"Muscipipra vetula",-42.564125,-22.219748,"OBS181106474","Rio de Janeiro","north","Pico Caledonia",1037.72
"Phylloscartes difficilis",-42.564125,-22.219748,"OBS181106504","Rio de Janeiro","north","Pico Caledonia",1015.96
"Piculus aurulentus",-42.564125,-22.219748,"OBS181106506","Rio de Janeiro","north","Pico Caledonia",1015.54
"Stephanoxis lalandi",-42.564125,-22.219748,"OBS181106503","Rio de Janeiro","north","Pico Caledonia",1015.96
"Dysithamnus xanthopterus",-42.5672,-22.2217,"OBS260725345","Rio de Janeiro","north","Pico da Caledonia (near Nova Friburgo)",1069.42
"Microspingus lateralis",-42.5672,-22.2217,"OBS260725361","Rio de Janeiro","north","Pico da Caledonia (near Nova Friburgo)",1037.72
"Phylloscartes difficilis",-42.5672,-22.2217,"OBS260725349","Rio de Janeiro","north","Pico da Caledonia (near Nova Friburgo)",1066.27
"Stephanoxis lalandi",-42.5672,-22.2217,"OBS260725339","Rio de Janeiro","north","Pico da Caledonia (near Nova Friburgo)",1066.27
"Dysithamnus xanthopterus",-42.567215,-22.221734,"OBS244750561","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1069.42
"Heliobletus contaminatus",-42.567215,-22.221734,"OBS376845259","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1062.55
"Mackenziaena leachii",-42.567215,-22.221734,"OBS408770100","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1062.55
"Muscipipra vetula",-42.567215,-22.221734,"OBS408597128","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1037.72
"Phylloscartes difficilis",-42.567215,-22.221734,"OBS350861091","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1066.27
"Piculus aurulentus",-42.567215,-22.221734,"OBS376845222","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1062.55
"Stephanophorus diadematus",-42.567215,-22.221734,"OBS408597118","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1036.28
"Stephanoxis lalandi",-42.567215,-22.221734,"OBS408597129","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1066.27
"Synallaxis cinerascens",-42.567215,-22.221734,"OBS272372911","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1037.72
"Tangara desmaresti",-42.567215,-22.221734,"OBS408609766","Rio de Janeiro","north","Pico de Caledonia--Trilho Alto",1066.27
"Mackenziaena leachii",-42.562658,-22.222682,"OBS441519073","Rio de Janeiro","north","Pico de Caledonia area",1015.54
"Muscipipra vetula",-42.562658,-22.222682,"OBS441519075","Rio de Janeiro","north","Pico de Caledonia area",1037.72
"Phylloscartes difficilis",-42.562658,-22.222682,"OBS441519082","Rio de Janeiro","north","Pico de Caledonia area",1015.96
"Drymophila rubricollis",-42.564468,-22.227455,"OBS89683565","Rio de Janeiro","north","Pico de Caledonia trip",1015.96
"Dysithamnus xanthopterus",-42.564468,-22.227455,"OBS461484510","Rio de Janeiro","north","Pico de Caledonia trip",1017.8
"Mackenziaena leachii",-42.564468,-22.227455,"OBS461484485","Rio de Janeiro","north","Pico de Caledonia trip",1018.85
"Muscipipra vetula",-42.564468,-22.227455,"OBS89683574","Rio de Janeiro","north","Pico de Caledonia trip",1037.72
"Phylloscartes difficilis",-42.564468,-22.227455,"OBS461484483","Rio de Janeiro","north","Pico de Caledonia trip",1015.96
"Piculus aurulentus",-42.564468,-22.227455,"OBS89683570","Rio de Janeiro","north","Pico de Caledonia trip",1018.85
"Stephanoxis lalandi",-42.564468,-22.227455,"OBS89683518","Rio de Janeiro","north","Pico de Caledonia trip",1015.96
"Cacicus chrysopterus",-44.696937,-22.229044,"OBS422549464","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1543.86
"Chamaeza ruficauda",-44.696937,-22.229044,"OBS422549505","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1520.97
"Dysithamnus xanthopterus",-44.696937,-22.229044,"OBS422549493","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1520.97
"Elaenia mesoleuca",-44.696937,-22.229044,"OBS449410301","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1549.37
"Heliobletus contaminatus",-44.696937,-22.229044,"OBS422549552","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1525.3
"Hemitriccus obsoletus",-44.696937,-22.229044,"OBS421278046","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1513.39
"Mackenziaena leachii",-44.696937,-22.229044,"OBS421278094","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1525.3
"Microspingus lateralis",-44.696937,-22.229044,"OBS421278150","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1522.21
"Muscipipra vetula",-44.696937,-22.229044,"OBS422549545","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1522.21
"Phylloscartes difficilis",-44.696937,-22.229044,"OBS422549467","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1513.39
"Phylloscartes ventralis",-44.696937,-22.229044,"OBS422549484","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1549.37
"Piculus aurulentus",-44.696937,-22.229044,"OBS421278111","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1525.3
"Piprites pileata",-44.696937,-22.229044,"OBS421278044","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1520.97
"Saltator maxillosus",-44.696937,-22.229044,"OBS422549489","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1520.97
"Stephanophorus diadematus",-44.696937,-22.229044,"OBS422549527","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1549.37
"Stephanoxis lalandi",-44.696937,-22.229044,"OBS422549497","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1513.39
"Synallaxis cinerascens",-44.696937,-22.229044,"OBS422549425","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1522.21
"Syndactyla rufosuperciliata",-44.696937,-22.229044,"OBS422549412","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1549.37
"Tangara desmaresti",-44.696937,-22.229044,"OBS422549417","Minas Gerais","north","RPPN François Robert Arthur - Itamonte / MG",1513.39
"Piculus aurulentus",-42.594461,-22.232459,"OBS163425513","Rio de Janeiro","north","Portao Azul",1098.72
"Tangara desmaresti",-42.5346,-22.2444,"OBS381137394","Rio de Janeiro","north","Albuquerque",975.23
"Drymophila rubricollis",-42.5143,-22.2459,"OBS260725233","Rio de Janeiro","north","Maca� da Cima (near Nova Friburgo)",970.93
"Piculus aurulentus",-42.5143,-22.2459,"OBS260725231","Rio de Janeiro","north","Maca� da Cima (near Nova Friburgo)",980.99
"Muscipipra vetula",-44.40367,-22.246522,"OBS300860529","Minas Gerais","north","Mata dos Paqueiros, Bocaina de Minas",1161.76
"Tangara desmaresti",-44.40367,-22.246522,"OBS300860586","Minas Gerais","north","Mata dos Paqueiros, Bocaina de Minas",1162.12
"Piculus aurulentus",-42.486558,-22.248407,"OBS460459471","Rio de Janeiro","north","Morro das Contas, Nova Friburgo",964.78
"Muscipipra vetula",-44.407778,-22.250867,"OBS299273815","Minas Gerais","north","Trilha dos Paqueiros",1161.76
"Tangara desmaresti",-44.407778,-22.250867,"OBS299273834","Minas Gerais","north","Trilha dos Paqueiros",1162.12
"Muscipipra vetula",-42.533333,-22.266667,44167,"NA","north","Nova Friburgo,",1017.21
"Dysithamnus xanthopterus",-42.53,-22.27,35182,"Rj","north","Fazenda Campestre, Nova Friburgo",1001.31
"Piculus aurulentus",-42.5289,-22.275264,"OBS285871453","Rio de Janeiro","north","Portao Azul",1001.59
"Synallaxis cinerascens",-42.5289,-22.275264,"OBS285871465","Rio de Janeiro","north","Portao Azul",982.7
"Microspingus lateralis",-45.375122,-22.282378,"OBS408201960","Minas Gerais","north","BR-Minas Gerais-Maria da Fé - -22,282x-45,375 - 29/05/2016 06:18",1400.69
"Muscipipra vetula",-45.375122,-22.282378,"OBS408201975","Minas Gerais","north","BR-Minas Gerais-Maria da Fé - -22,282x-45,375 - 29/05/2016 06:18",1400.69
"Phylloscartes ventralis",-45.375122,-22.282378,"OBS408201999","Minas Gerais","north","BR-Minas Gerais-Maria da Fé - -22,282x-45,375 - 29/05/2016 06:18",1393.99
"Stephanophorus diadematus",-45.375122,-22.282378,"OBS408201990","Minas Gerais","north","BR-Minas Gerais-Maria da Fé - -22,282x-45,375 - 29/05/2016 06:18",1393.99
"Synallaxis cinerascens",-45.375122,-22.282378,"OBS408201953","Minas Gerais","north","BR-Minas Gerais-Maria da Fé - -22,282x-45,375 - 29/05/2016 06:18",1400.69
"Dysithamnus xanthopterus",-42.512498,-22.29136,"OBS518888513","Rio de Janeiro","north","Itororo Lodge, Brazil",991.47
"Heliobletus contaminatus",-42.512498,-22.29136,"OBS350946918","Rio de Janeiro","north","Itororo Lodge, Brazil",1003.19
"Muscipipra vetula",-44.68969,-22.29192,"OBS332322841","Minas Gerais","north","Fragaria, Itamonte, Minas Gerais",1619.75
"Elaenia mesoleuca",-47.596389,-22.292778,"OBS459526053","São Paulo","north","Fragmento florestal",613.45
"Mackenziaena leachii",-43.090564,-22.297135,"OBS214988866","Rio de Janeiro","north","BR-Rio de Janeiro-Petrópolis-4430-6014 Estr. do Taquaril",974.74
"Mackenziaena leachii",-44.415556,-22.299722,"OBS299735435","Rio de Janeiro","north","PE Pedra Selada--Serra do Eme",1140.34
"Tangara desmaresti",-44.415556,-22.299722,"OBS299735466","Rio de Janeiro","north","PE Pedra Selada--Serra do Eme",1068.98
"Piprites pileata",-44.6,-22.3,"XC69158","NA","north","Rio de Janeiro; Itatiaia National Park",1522.52
"Stephanoxis lalandi",-44.6,-22.3,"XC69532","NA","north","Rio de Janeiro; Itatiaia National Park",1588.57
"Stephanophorus diadematus",-42.297916,-22.30288,"OBS390102497","Rio de Janeiro","north","BR-RJ-Nova Friburgo - -22,3029x-42,2979 - 10/04/2016 18:37",1090.15
"Piculus aurulentus",-42.409899,-22.307114,18273662,"Rio de Janeiro","north","NA",1192.02
"Tangara desmaresti",-43.087913,-22.309017,"OBS349479534","Rio de Janeiro","north","BR-RJ-Petrópolis-Estrada do Taquaril, 2586-2626 - -22,3090x-43,0879",1065.41
"Piculus aurulentus",-43.087953,-22.309192,"OBS403134191","Rio de Janeiro","north","BR-RJ-Petrópolis-25750-280 - -22,3092x-43,0880",1103.95
"Tangara desmaresti",-43.087953,-22.309192,"OBS403134125","Rio de Janeiro","north","BR-RJ-Petrópolis-25750-280 - -22,3092x-43,0880",1065.41
"Piculus aurulentus",-43.088,-22.3092,"OBS403216208","Rio de Janeiro","north","Pousada Paraíso",1103.95
"Tangara desmaresti",-43.088,-22.3092,"OBS403216226","Rio de Janeiro","north","Pousada Paraíso",1065.41
"Muscipipra vetula",-43.087478,-22.309262,16431998,"Rio de Janeiro","north","NA",1000.66
"Piculus aurulentus",-43.087824,-22.309312,"OBS403800272","Rio de Janeiro","north","Pousada Paraíso Taquaril",1103.95
"Tangara desmaresti",-43.087824,-22.309312,"OBS403792133","Rio de Janeiro","north","Pousada Paraíso Taquaril",1065.41
"Drymophila rubricollis",-42.497692,-22.309444,"OBS346746375","Rio de Janeiro","north","Itororo",1096.23
"Heliobletus contaminatus",-42.497692,-22.309444,"OBS347561844","Rio de Janeiro","north","Itororo",1144.73
"Mackenziaena leachii",-42.497692,-22.309444,"OBS346650375","Rio de Janeiro","north","Itororo",1144.73
"Muscipipra vetula",-42.497692,-22.309444,"OBS346746368","Rio de Janeiro","north","Itororo",1068.85
"Piculus aurulentus",-42.497692,-22.309444,"OBS346746349","Rio de Janeiro","north","Itororo",1144.73
"Tangara desmaresti",-42.497692,-22.309444,"OBS346650366","Rio de Janeiro","north","Itororo",1096.23
"Drymophila rubricollis",-42.498851,-22.309505,"OBS415733997","Rio de Janeiro","north","Brazil-Itororo Eco Lodge",1096.23
"Dysithamnus xanthopterus",-42.498851,-22.309505,"OBS415733984","Rio de Janeiro","north","Brazil-Itororo Eco Lodge",1119.38
"Heliobletus contaminatus",-42.498851,-22.309505,"OBS415734024","Rio de Janeiro","north","Brazil-Itororo Eco Lodge",1144.73
"Piculus aurulentus",-42.498851,-22.309505,"OBS415734023","Rio de Janeiro","north","Brazil-Itororo Eco Lodge",1144.73
"Synallaxis cinerascens",-42.498851,-22.309505,"OBS415734005","Rio de Janeiro","north","Brazil-Itororo Eco Lodge",1068.85
"Tangara desmaresti",-42.498851,-22.309505,"OBS415734018","Rio de Janeiro","north","Brazil-Itororo Eco Lodge",1096.23
"Piculus aurulentus",-42.49649,-22.309724,"OBS408573568","Rio de Janeiro","north","Brazil-Itororo Eco Lodge",1144.73
"Tangara desmaresti",-42.49649,-22.309724,"OBS408573537","Rio de Janeiro","north","Brazil-Itororo Eco Lodge",1096.23
"Tangara desmaresti",-42.498087,-22.309848,18276753,"Rio de Janeiro","north","NA",1096.23
"Drymophila rubricollis",-42.522854,-22.309929,"OBS497828798","Rio de Janeiro","north","Nova Friburgo",1010.24
"Dysithamnus xanthopterus",-42.522854,-22.309929,"OBS497828810","Rio de Janeiro","north","Nova Friburgo",1016.44
"Tangara desmaresti",-42.496777,-22.310245,18277163,"Rio de Janeiro","north","NA",1096.23
"Tangara desmaresti",-42.496781,-22.310253,"OBS428063356","Rio de Janeiro","north","BR-State of Rio de Janeiro-Nova Friburgo-Estrada do Curuzu - -22.31x-42.497 - Sep 6, 2016 12:00 PM",1096.23
"Drymophila rubricollis",-42.49676,-22.310296,"OBS443219774","Rio de Janeiro","north","Itororo Eco Lodge",1096.23
"Dysithamnus xanthopterus",-42.49676,-22.310296,"OBS427346024","Rio de Janeiro","north","Itororo Eco Lodge",1119.38
"Heliobletus contaminatus",-42.49676,-22.310296,"OBS446083109","Rio de Janeiro","north","Itororo Eco Lodge",1144.73
"Mackenziaena leachii",-42.49676,-22.310296,"OBS446083054","Rio de Janeiro","north","Itororo Eco Lodge",1144.73
"Muscipipra vetula",-42.49676,-22.310296,"OBS446083336","Rio de Janeiro","north","Itororo Eco Lodge",1068.85
"Piculus aurulentus",-42.49676,-22.310296,"OBS446083217","Rio de Janeiro","north","Itororo Eco Lodge",1144.73
"Stephanoxis lalandi",-42.49676,-22.310296,"OBS443219781","Rio de Janeiro","north","Itororo Eco Lodge",1096.23
"Synallaxis cinerascens",-42.49676,-22.310296,"OBS446083064","Rio de Janeiro","north","Itororo Eco Lodge",1068.85
"Tangara desmaresti",-42.49676,-22.310296,"OBS446083837","Rio de Janeiro","north","Itororo Eco Lodge",1096.23
"Mackenziaena leachii",-42.549186,-22.310486,"OBS454557130","Rio de Janeiro","north","P7 - Condomínio Friburg Park",1074.01
"Tangara desmaresti",-42.499397,-22.310702,18273686,"Rio de Janeiro","north","NA",1096.23
"Drymophila rubricollis",-42.497763,-22.31094,18273819,"Rio de Janeiro","north","NA",1096.23
"Muscipipra vetula",-44.592425,-22.311275,"OBS358768433","Minas Gerais","north","Valle Santa Clara--east extension",1221.47
