"Supplementary_Data_3: Filtered occurrences retrieved from Global Biodiversity Information Facility, GBIF.org (04/28/2020; GBIF Occurrence Download DOI 10.15468/dl.8383sp; (Available as supplementary data and in Github: https://doi.org/10.5281/zenodo.5510615 (https://github.com/GregoryThom/)).",,,,,,,,,
"Species","longitude","latitude","state","locality","year","month","identifier","seasson","Elevation"
"Cacicus chrysopterus",-45.180246,-23.335589,"São Paulo","Serra do Mar Santa Virginia",2017,7,"OBS542900369","wint",1008.8
"Cacicus chrysopterus",-45.145929,-23.335638,"São Paulo","Parque Estadual da Serra do Mar - Núcleo Sta Virgínia/Pousada Oikos.",2018,11,"OBS674330284","spri",1018.66
"Cacicus chrysopterus",-45.145942,-23.33649,"São Paulo","(-23.3365,-45.1459)",2018,9,"OBS659473369","spri",1018.66
"Cacicus chrysopterus",-45.145959,-23.336504,"São Paulo","Rodovia Osvaldo Cruz, São Paulo, BR (-23.337, -45.146)",2018,9,"OBS659513278","spri",1018.66
"Cacicus chrysopterus",-45.144803,-23.341862,"São Paulo","PE Serra do Mar",2017,9,"OBS544103287","spri",971.22
"Cacicus chrysopterus",-45.13815,-23.345877,"São Paulo","Trilha do Rio Ipiranga",2018,5,"OBS623332703","fall",971.22
"Cacicus chrysopterus",-45.137046,-23.347392,"São Paulo","(-23.3474,-45.1370)",2018,10,"OBS671745271","spri",971.22
"Cacicus chrysopterus",-45.13487,-23.35044,"São Paulo","Localidade Desconhecida - -23,35x-45,135 - 24/08/2016 07:40",2016,8,"OBS425155697","wint",971.22
"Cacicus chrysopterus",-45.130841,-23.352356,"São Paulo","-23,352x-45,131 - 13/02/2016 19:05",2016,2,"OBS373194611","sum",971.22
"Cacicus chrysopterus",-45.129824,-23.353788,"São Paulo","Parque Estadual da Serra do Mar - Núcleo Santa Virgínia",2017,11,"OBS549120533","spri",971.22
"Cacicus chrysopterus",-45.104885,-23.354864,"São Paulo","PE Serra do Mar--Núcleo Santa Virgínia",2018,5,"OBS612910040","fall",959.64
"Cacicus chrysopterus",-47.024647,-23.418875,"São Paulo","BR-São Paulo-Pirapora do Bom Jesus-Unnamed Road - -23,419x-47,025",2016,5,"OBS433723769","fall",789.68
"Cacicus chrysopterus",-46.622978,-23.421334,"São Paulo","PE da Cantareira--Nucleo Águas Claras",2018,11,"OBS673020085","spri",980.39
"Cacicus chrysopterus",-51.250577,-23.44679,"Paraná","Parque Estadual Mata dos Godoy",2017,11,"OBS552760604","spri",577.4
"Cacicus chrysopterus",-46.636319,-23.452223,"São Paulo","PE da Cantareira--Núcleo Pedra Grande",2017,10,"OBS542889869","spri",888.06
"Cacicus chrysopterus",-45.755,-23.526419,"São Paulo","Casarão do Café",2018,10,"OBS666800556","spri",959.59
"Cacicus chrysopterus",-45.848951,-23.53578,"São Paulo","Salesópolis--área geral",2018,6,"OBS633957734","wint",847.2
"Cacicus chrysopterus",-45.842703,-23.543665,"São Paulo","Estrada do Cardoso",2016,1,"OBS365257000","sum",847.2
"Cacicus chrysopterus",-45.52721,-23.55647,"São Paulo","Paraibuna--Estrada do Pavoeiro",2016,5,"OBS619038300","fall",770.46
"Cacicus chrysopterus",-45.837396,-23.564577,"São Paulo","Usina Parque / Museu da Energia de Salesópolis",2018,7,"OBS642509305","wint",885.74
"Cacicus chrysopterus",-46.88054,-23.580821,"São Paulo","Cotia--Condomínio São Paulo II",2018,12,"OBS690329400","sum",781.58
"Cacicus chrysopterus",-45.765793,-23.620351,"São Paulo","BR-SP-Salesópolis (-23,6204,-45,7658)",2018,10,"OBS664668992","spri",998.47
"Cacicus chrysopterus",-45.8908,-23.6555,"north","Estação Biológica de Boracéia- Salesópolis",,,101711,,
"Cacicus chrysopterus",-46.959435,-23.66023,"São Paulo","(-23,66, -46,959)",2018,12,"OBS696219782","sum",888.92
"Cacicus chrysopterus",-46.06126,-23.679794,"São Paulo","Pedra do Sapo",2018,7,"OBS641676357","wint",838.89
"Cacicus chrysopterus",-46.403217,-23.759983,"São Paulo","P2AM3",2017,10,"OBS550868455","spri",792.12
"Cacicus chrysopterus",-46.338878,-23.761983,"São Paulo","Campo Grande, Paranapiacaba",2018,8,"OBS647196417","wint",787.5
"Cacicus chrysopterus",-46.340158,-23.763911,"São Paulo","Santo André--Campo Grande e estrada do Rio Claro",2018,9,"OBS653774246","spri",787.5
"Cacicus chrysopterus",-46.340144,-23.764744,"São Paulo","BR-São Paulo-Santo André-4492-4922 Estrada do Rio Claro - -23,765x-46,34",2016,10,"OBS439614714","spri",787.5
"Cacicus chrysopterus",-46.288919,-23.767436,"São Paulo","PNM Nascentes de Paranapiacaba-Estrada do Taquaruçu",2018,4,"OBS596292024","fall",871.8
"Cacicus chrysopterus",-46.290759,-23.772801,"São Paulo","Paranapiacaba--Estrada do Taquaruçu",2017,9,"OBS531743311","spri",814.06
"Cacicus chrysopterus",-46.292653,-23.773406,"São Paulo","Paranapiacaba--PNM Nascentes de Paranapiacaba",2016,4,"OBS392779414","fall",814.06
"Cacicus chrysopterus",-46.293037,-23.773742,"São Paulo","BR-São Paulo-Santo André-Estr. do Taquaruçu - -23,774x-46,293",2016,4,"OBS437179496","fall",814.06
"Cacicus chrysopterus",-46.516722,-23.777839,"São Paulo","Serra do Mar - Estoril",2018,2,"OBS574648199","sum",773.84
"Cacicus chrysopterus",-46.464817,-23.800339,"São Paulo","P3AM1",2017,10,"OBS546060888","spri",757.35
"Cacicus chrysopterus",-46.485136,-23.801204,"São Paulo","Pousada dos Pescadores",2016,9,"OBS428355962","spri",752.29
"Cacicus chrysopterus",-46.500205,-23.812164,"São Paulo","P1ac2",2018,7,"OBS640097233","wint",751.12
"Cacicus chrysopterus",-46.499691,-23.812879,"São Paulo","Borda da Represa Billings",2018,11,"OBS675410633","spri",751.12
"Cacicus chrysopterus",-46.493318,-23.816883,"São Paulo","P1ac3",2018,7,"OBS640096405","wint",751.12
"Cacicus chrysopterus",-47.683229,-23.817692,"São Paulo","BR-SP-Pilar do Sul-18185 - -23,8177x-47,6832",2017,1,"OBS460104038","sum",704.71
"Cacicus chrysopterus",-46.477243,-23.818999,"São Paulo","Rodovia Caminho do Mar",2018,11,"OBS675419709","spri",745.28
"Cacicus chrysopterus",-46.50345,-23.825102,"São Paulo","P5AC2",2017,10,"OBS546062981","spri",751.12
"Cacicus chrysopterus",-47.195692,-23.844602,"São Paulo","Ibiúna--Recanto no Sertão",2018,2,"OBS589609292","sum",1005.59
"Cacicus chrysopterus",-46.640977,-23.928127,"São Paulo","APA Capivari-Monos . São Paulo-sp--",2016,1,"OBS366246753","sum",788.51
"Cacicus chrysopterus",-47.512436,-23.950096,"São Paulo","Trilha dos Tucanos",2016,1,"OBS370676473","sum",909.94
"Cacicus chrysopterus",-51.168356,-23.952864,"Paraná","RPPN em Mauá da Serra",2018,4,"OBS647230387","fall",1109.01
"Cacicus chrysopterus",-51.166526,-23.953477,"Paraná","rppn monte sinai",2016,5,"OBS407885222","fall",1109.01
"Cacicus chrysopterus",-47.254994,-23.963901,"São Paulo","BR-São Paulo-Ibiúna-Unnamed Road - -23,964x-47,255 - 7 de nov de 2016 23:55",2016,10,"OBS441212263","spri",752.06
"Cacicus chrysopterus",-47.508738,-23.98339,"São Paulo","BR-São Paulo-Tapiraí-Rodovia Tenente Celestino Américo - -23,983x-47,509 - 20 de dez de 2016 21:22",2016,12,"OBS450436198","sum",908.89
"Cacicus chrysopterus",-47.508314,-23.984473,"São Paulo","Localidade Desconhecida - -23,984x-47,508 - 24 de abr de 2017 07:11",2017,4,"OBS516739980","fall",878.63
"Cacicus chrysopterus",-46.743426,-23.984831,"São Paulo","PE da Serra do Mar--Núcleo Curucutu",2018,1,"OBS570685504","sum",695.21
"Cacicus chrysopterus",-46.743228,-23.985753,"São Paulo","Marsilac, São Paulo BR-SP (-23.9858,-46.7432)",2018,5,"OBS612085686","fall",695.21
"Cacicus chrysopterus",-47.508212,-23.987867,"São Paulo","BR-São Paulo-Tapiraí - -23,988x-47,508 - 12 de dez de 2016 12:43",2016,11,"OBS448652369","spri",878.63
"Cacicus chrysopterus",-47.500224,-23.989051,"São Paulo","BR-São Paulo-Tapiraí-Unnamed Road - -23,989x-47,5",2016,12,"OBS450437653","sum",813.32
"Cacicus chrysopterus",-47.491265,-23.991224,"São Paulo","BR-São Paulo-Tapiraí-Unnamed Road - -23,991x-47,491 - 20 de dez de 2016 21:34",2016,12,"OBS450438567","sum",813.32
"Cacicus chrysopterus",-47.492253,-23.995142,"São Paulo","Tapiraí--Mata Montana (Acesso Legado das Águas)",2018,6,"OBS634759380","wint",813.32
"Cacicus chrysopterus",-47.492661,-23.995741,"São Paulo","-23,9957x-47,4927 - 17 de out de 2016 09:47",2016,10,"OBS437656217","spri",813.32
"Cacicus chrysopterus",-47.562904,-24.002249,"São Paulo","NA",2017,8,"12136879","wint",785.84
"Cacicus chrysopterus",-51.099899,-24.002624,"Paraná","ninhal das maritacas",2016,3,"OBS402703695","fall",1080.84
"Cacicus chrysopterus",-47.561188,-24.00366,"São Paulo","Trilha dos Tucanos",2018,5,"OBS612251331","fall",782.55
"Cacicus chrysopterus",-47.0037,-24.0037,"NA","Trilha dos Tucanos, Tapirai, São Paulo",2018,9,"435679@XC","spri",735.08
"Cacicus chrysopterus",-47.562576,-24.004414,"São Paulo","BR-SP-Tapiraí-18180 - -24.0044x-47.5626",2016,5,"OBS405687948","fall",782.55
"Cacicus chrysopterus",-47.562312,-24.004544,"São Paulo","Trilha dos tucanos - BR-SP-Tapiraí-18180 - -24.0045x-47.5623",2016,10,"OBS439959914","spri",782.55
"Cacicus chrysopterus",-47.562303,-24.004548,"São Paulo","Global Big Day- 14 de mai de 2016 Trilha Dos Tucanos Time Maria Leque do Sudeste",2016,5,"OBS404855773","fall",782.55
"Cacicus chrysopterus",-47.562378,-24.004593,"São Paulo","Trilha dos Tucanos",2016,6,"OBS414219833","wint",782.55
"Cacicus chrysopterus",-47.56231,-24.004627,"São Paulo","BR-São Paulo-Tapiraí-Unnamed Road - -24,005x-47,562",2016,1,"OBS437184864","sum",782.55
"Cacicus chrysopterus",-47.562304,-24.00464,"São Paulo","NA",2016,11,"4660955","spri",782.55
"Cacicus chrysopterus",-47.562346,-24.004641,"São Paulo","BR-São Paulo-Tapiraí-Unnamed Road - -24,005x-47,562",2017,4,"OBS488422650","fall",782.55
"Cacicus chrysopterus",-47.560812,-24.005,"São Paulo","trilha dos toucanos",2016,7,"OBS421045170","wint",782.55
"Cacicus chrysopterus",-47.475788,-24.005311,"São Paulo","BR-São Paulo-Tapiraí-Unnamed Road - -24,005x-47,476",2018,7,"OBS643836739","wint",556.98
"Cacicus chrysopterus",-47.563731,-24.006852,"São Paulo","Trilha dos Tucanos",2017,4,"OBS487376208","fall",782.55
"Cacicus chrysopterus",-47.563797,-24.007119,"São Paulo","Trilha do pinto do mato",2018,5,"OBS623834882","fall",782.55
"Cacicus chrysopterus",-50.759924,-24.009551,"Paraná","84350, Ortigueira BR-PR (-24,0096,-50,7599)",2017,6,"OBS512839605","wint",567.46
"Cacicus chrysopterus",-47.9157,-24.018328,"São Paulo","Big Day Brazil 2017",2017,10,"OBS544959043","spri",791.14
"Cacicus chrysopterus",-47.343897,-24.031404,"São Paulo","-24,0314x-47,3439 - 2 de dez de 2016 06:39",2016,12,"OBS449043651","sum",509.3
"Cacicus chrysopterus",-47.986252,-24.044195,"São Paulo","RPPN de Trápaga",2017,1,"OBS455242712","sum",777.72
"Cacicus chrysopterus",-47.980835,-24.046224,"São Paulo","Sao Miguel Arcanjo, São Paulo, BR (-24,046, -47,981)",2018,10,"OBS663686916","spri",777.72
"Cacicus chrysopterus",-47.986243,-24.049624,"São Paulo","RPPN Trapangá",2018,2,"OBS664190129","sum",777.72
"Cacicus chrysopterus",-47.9947,-24.0557,"NA","São Miguel Arcanjo, São Paulo",2016,10,"421862@XC","spri",745.26
"Cacicus chrysopterus",-47.993735,-24.055789,"São Paulo","Parque Estadual Carlos Botelho",2018,10,"OBS668588706","spri",745.26
"Cacicus chrysopterus",-47.993072,-24.057071,"São Paulo","PE Carlos Botelho--Núcleo São Miguel Arcanjo (sede)",2018,9,"OBS658804934","spri",745.26
"Cacicus chrysopterus",-47.990523,-24.060056,"São Paulo","PE Carlos Botelho--trilha da represa",2016,12,"OBS451050876","sum",745.26
"Cacicus chrysopterus",-47.456988,-24.078249,"São Paulo","-24,0782x-47,4570 - 22 de out de 2016 10:04",2016,10,"OBS438986515","spri",421.9
"Cacicus chrysopterus",-47.593718,-24.07844,"São Paulo","Sitio tapiraí",2016,2,"OBS373164453","sum",508.2
"Cacicus chrysopterus",-47.977295,-24.136728,"São Paulo","PE Carlos Botelho",2016,11,"OBS441680491","spri",771.79
"Cacicus chrysopterus",-48.40595,-24.16468,"São Paulo","PE Intervales--Estrada de acesso",2018,10,"OBS670702607","spri",849.44
"Cacicus chrysopterus",-48.419998,-24.18436,"São Paulo","(-24.1844,-48.4200)",2018,10,"OBS669980935","spri",891.26
"Cacicus chrysopterus",-48.450086,-24.219308,"São Paulo","(-24,2193,-48,4501)",2018,5,"OBS622518199","fall",900.68
"Cacicus chrysopterus",-48.450408,-24.219326,"São Paulo","(-24,2193,-48,4504)",2018,11,"OBS673155518","spri",900.68
"Cacicus chrysopterus",-48.47011,-24.223529,"São Paulo","(-24,2235,-48,4701)",2018,11,"OBS672297991","spri",900.68
"Cacicus chrysopterus",-48.47008,-24.224204,"São Paulo","Horical",2017,6,"OBS514504509","wint",900.68
"Cacicus chrysopterus",-50.739736,-24.224922,"Paraná","(-24,2249,-50,7397)",2017,7,"OBS522559812","wint",759.91
"Cacicus chrysopterus",-48.460841,-24.227466,"São Paulo","(-24,2275,-48,4608)",2018,11,"OBS672461020","spri",900.68
"Cacicus chrysopterus",-48.38344,-24.24422,"São Paulo","Ribeirão Grande--Paraíso Eco Lodge",2018,11,"OBS677779317","spri",861.42
"Cacicus chrysopterus",-48.451969,-24.245576,"São Paulo","(-24,2456,-48,4520)",2018,5,"OBS623033466","fall",925.97
"Cacicus chrysopterus",-48.448433,-24.251487,"São Paulo","Guapiara SP",2018,6,"OBS631098859","wint",919.63
"Cacicus chrysopterus",-48.4073,-24.2601,"NA","PE Intervales, Ribeirao Grande, São Paulo",2018,9,"435672@XC","spri",873.05
"Cacicus chrysopterus",-48.412682,-24.264915,"São Paulo","Ribeirão Grande SP",2018,5,"OBS624529986","fall",873.05
"Cacicus chrysopterus",-48.413287,-24.265812,"São Paulo","(-24.2658,-48.4133)",2018,10,"OBS669718528","spri",873.05
"Cacicus chrysopterus",-48.410363,-24.267018,"São Paulo","NA",2018,10,"17998835","spri",873.05
"Cacicus chrysopterus",-48.416231,-24.267058,"São Paulo","Intervales - Ribeirão Grande - SP",2017,11,"OBS549948859","spri",873.05
"Cacicus chrysopterus",-48.409853,-24.26725,"São Paulo","NA",2018,10,"18079490","spri",873.05
"Cacicus chrysopterus",-48.409459,-24.267839,"São Paulo","PE Intervales--Park Guesthouse & vicinity",2018,8,"OBS646588701","wint",873.05
"Cacicus chrysopterus",-48.40559,-24.267936,"São Paulo","Parque Estadual Intervales",2016,1,"OBS370859262","sum",862.27
"Cacicus chrysopterus",-48.412757,-24.26821,"São Paulo","PE Intervales",2018,1,"OBS572536159","sum",873.05
"Cacicus chrysopterus",-48.418087,-24.271285,"São Paulo","18330, Iporanga BR-SP (-24.2713,-48.4181)",2017,8,"OBS533197763","wint",873.05
"Cacicus chrysopterus",-48.415317,-24.273064,"São Paulo","NA",2018,11,"18216713","spri",873.05
"Cacicus chrysopterus",-48.417786,-24.276238,"São Paulo","PE Intervales—Estrada Carmo",2018,12,"OBS691517774","sum",873.05
"Cacicus chrysopterus",-50.610379,-24.296625,"Paraná","-24,2966x-50,6104 - 14/05/2016 06:34",2016,5,"OBS404018509","fall",765.26
"Cacicus chrysopterus",-48.273625,-24.308774,"São Paulo","Parque Estadual Intervales",2018,5,"OBS614839581","fall",616.53
"Cacicus chrysopterus",-48.273593,-24.308774,"São Paulo","Parque Estadual Intervales",2016,12,"OBS450928628","sum",616.53
"Cacicus chrysopterus",-48.271866,-24.308774,"São Paulo","Brazil Day 4, Intervales SP",2016,3,"OBS577368200","fall",616.53
"Cacicus chrysopterus",-48.270847,-24.309048,"São Paulo","Brazil Day 1 São Paulo to Interales",2016,3,"OBS577296040","fall",616.53
"Cacicus chrysopterus",-50.610372,-24.327893,"Paraná","BR-Paraná-Telêmaco Borba-1-121 R. Columba - -24,328x-50,61",2016,2,"OBS658104070","sum",720.91
"Cacicus chrysopterus",-48.640369,-24.397878,"São Paulo","Núcleo Caboclos -- PETAR",2017,3,"OBS479459281","fall",918.88
"Cacicus chrysopterus",-48.644558,-24.400334,"São Paulo","Estrada do Caboclos, Apiaí",2018,11,"OBS681542141","spri",918.88
"Cacicus chrysopterus",-50.7604,-24.4462,"NA","Imbaú, Paraná",2017,3,"421890@XC","fall",856.64
"Cacicus chrysopterus",-52.147551,-24.70442,"Paraná","Mato Rico",2016,9,"OBS432609803","spri",781.4
"Cacicus chrysopterus",-48.415,-24.9628,"São Paulo","Parque Estadual do Rio Turvo - Núcleo Cedro",2018,12,"OBS684326392","sum",699.11
"Cacicus chrysopterus",-57.733333,-25,"Presidente Hayes","Estancias Golondrina: El Trébol, Pte. Hayes (Bajo Chaco)",2018,5,"OBS611479002","fall",70.47
"Cacicus chrysopterus",-57.55,-25,"Presidente Hayes","Benjamin Aceval, Pte. Hayes (Bajo Chaco)",2017,10,"OBS545705565","spri",76.79
"Cacicus chrysopterus",-57.538597,-25.001483,"Presidente Hayes","PY-Benjamín Aceval-Unnamed Road - -25.001x-57.539 - 18 feb. 2017 06:45",2017,2,"OBS466758994","sum",76.79
"Cacicus chrysopterus",-57.51,-25.03,"Presidente Hayes","Palma Sola, Estancia, Pte. Hayes (Bajo Chaco)",2018,6,"OBS634129800","wint",68.37
"Cacicus chrysopterus",-57.531405,-25.040629,"Presidente Hayes","Unnamed Road, Presidente Hayes, PY (-25,041, -57,531)",2017,12,"OBS561543899","sum",72.77
"Cacicus chrysopterus",-58.142333,-25.044,"Formosa","PN Río Pilcomayo (AICA FO13)",2018,1,"OBS666061354","sum",79.28
"Cacicus chrysopterus",-57.59,-25.07,"Presidente Hayes","Río Confuso, Pte. Hayes (Bajo Chaco)",2016,8,"OBS425748123","wint",67.18
"Cacicus chrysopterus",-58.140986,-25.072246,"Formosa","NA",2017,9,"21747129","spri",77.39
"Cacicus chrysopterus",-57.26207,-25.073836,"Cordillera","PY-Departamento de Cordillera - -25.074x-57.262 - oct. 22, 2016 11:48",2016,10,"OBS437848576","spri",66.28
"Cacicus chrysopterus",-57.582936,-25.076477,"Presidente Hayes","Estancia Golondrina (-25.0765,-57.5829)",2018,1,"OBS572961225","sum",67.18
"Cacicus chrysopterus",-57.541498,-25.110616,"Presidente Hayes","Villa Hayes",2018,7,"OBS638491466","wint",64.02
"Cacicus chrysopterus",-57.401275,-25.11355,"Cordillera","PY-Departamento de la Cordillera-Ruta General Aquino - -25,1135x-57,4013 - 6 mar 2016 15:07. Estancia Karandayty",2016,3,"OBS402767115","fall",110.43
"Cacicus chrysopterus",-57.798931,-25.117864,"Presidente Hayes","PY-Presidente Hayes Department-Ruta Nacional N° 12 ""Vicepresidente Sánchez"" - -25.1179x-57.7989 - Aug 26, 2016, 2:32 PM",2016,8,"OBS425604732","wint",68.64
"Cacicus chrysopterus",-57.43599,-25.123616,"Cordillera","Paso Correo",2016,4,"OBS391460688","fall",70.52
"Cacicus chrysopterus",-57.434439,-25.124356,"Cordillera","Estancia Paso Correo",2016,10,"OBS437848728","spri",70.52
"Cacicus chrysopterus",-58.219048,-25.128796,"Formosa","AR-Formosa-Pilcomayo (-25,1288,-58,2190)",2018,7,"OBS639050348","wint",78.14
"Cacicus chrysopterus",-58.226355,-25.140118,"Formosa","Camino al PN Río Pilcomayo",2018,4,"OBS607924636","fall",78.14
"Cacicus chrysopterus",-58.212211,-25.153565,"Formosa","camino a laguna blanca 2",2016,7,"OBS422251217","wint",77.68
"Cacicus chrysopterus",-57.75,-25.16,"Presidente Hayes","Ruta 12, Galileo, Pte. Hayes (Bajo Chaco)",2016,5,"OBS397136456","fall",67.54
"Cacicus chrysopterus",-57.748175,-25.173926,"Presidente Hayes","Ruta 12, Km 13 a Km 24",2018,3,"OBS593358752","fall",67.54
"Cacicus chrysopterus",-57.741234,-25.188181,"Presidente Hayes","PY-Presidente Hayes - -25,188x-57,741 - 11 jun. 2017 11:17",2017,6,"OBS510211328","wint",67.87
"Cacicus chrysopterus",-57.722468,-25.201602,"Presidente Hayes","Jose Falcon - ruta12",2018,5,"OBS611550664","fall",67.16
"Cacicus chrysopterus",-58.137365,-25.202728,"Formosa","AR-Formosa-Pilcomayo (-25,2027,-58,1374)",2018,7,"OBS638926291","wint",78.27
"Cacicus chrysopterus",-57.717962,-25.208643,"Presidente Hayes","Condominio Asturmancha",2018,2,"OBS579284942","sum",67.16
"Cacicus chrysopterus",-57.71207,-25.214202,"Presidente Hayes","Chaco I ",2016,7,"OBS419264756","wint",67.16
"Cacicus chrysopterus",-48.857379,-25.221901,"Paraná","Trilha para o pico do morro Itapiroca",2017,6,"OBS511551533","wint",1183.13
"Cacicus chrysopterus",-57.699809,-25.225286,"Presidente Hayes","Ruta 12 - inicio",2016,7,"OBS417876220","wint",65.01
"Cacicus chrysopterus",-57.694268,-25.229945,"Presidente Hayes","12, Presidente Hayes, PY (-25,23, -57,694)",2017,9,"OBS533783255","spri",65.01
"Cacicus chrysopterus",-57.692985,-25.230618,"Presidente Hayes","Ruta 12, Km 4",2018,6,"OBS633978848","wint",65.01
"Cacicus chrysopterus",-57.69236,-25.23182,"Presidente Hayes","Chaco'i, ruta 12",2016,5,"OBS410037338","fall",65.01
"Cacicus chrysopterus",-57.322,-25.242,"Cordillera","Lago Ypacaray, Parque Nacional Ypacaray, Dpto. Cordillera",2017,2,"OBS467511651","sum",90.2
"Cacicus chrysopterus",-57.736459,-25.24392,"Formosa","Circuito de Canotaje Pilcomayo Norte",2016,7,"OBS419732373","wint",65.01
"Cacicus chrysopterus",-57.677064,-25.244124,"Presidente Hayes","Puente Parara",2018,4,"OBS597194155","fall",63.02
"Cacicus chrysopterus",-57.572356,-25.249005,"Asunción","Asunción Jardin Botanico",2016,7,"OBS416486052","wint",86.66
"Cacicus chrysopterus",-58.696967,-25.255841,"Formosa","Ea. La Armonía",2018,2,"OBS587418190","sum",85.72
"Cacicus chrysopterus",-58.740892,-25.268449,"Formosa","Laguna Gallo",2017,10,"OBS545505046","spri",87.86
"Cacicus chrysopterus",-58.156509,-25.273912,"Formosa","Cnia. Naineck--campo Angelita",2016,7,"OBS419365007","wint",76
"Cacicus chrysopterus",-57.374902,-25.301248,"Central","Playa Municipal Aregua",2016,6,"OBS410105704","wint",84.9
"Cacicus chrysopterus",-48.944991,-25.302797,"Paraná","100 Rodovia Régis Bittencourt, Paraná, BR (-25,303, -48,945)",2018,10,"OBS667226215","spri",864.23
"Cacicus chrysopterus",-49.795586,-25.320559,"Paraná","Cercado - Escarpa Devoniana - Palmeira",2018,2,"OBS637079779","sum",1001.45
"Cacicus chrysopterus",-48.913552,-25.337227,"Paraná","Estrada do Corvo",2018,9,"OBS657334500","spri",1061.48
"Cacicus chrysopterus",-49.283497,-25.338457,"Paraná","BR-Paraná-Almirante Tamandaré-1921 Rodovia dos Minérios - -25,338x-49,283",2017,5,"OBS503307369","fall",971.58
"Cacicus chrysopterus",-49.828196,-25.344744,"Paraná","Santa Rita, Paraná, BR (-25,345, -49,828)",2018,8,"OBS651823826","wint",1015.16
