"Species","Longitude","Latitude","State","Locality","year","month","identifier","Elevation"
"Cacicus chrysopterus",-58.666209,-25.371962,"Formosa","Unnamed Road, Formosa, AR (-25,372, -58,666)",2018,8,"OBS646270924",85.41
"Cacicus chrysopterus",-58.628688,-25.37471,"Formosa","campo de cato",2018,8,"OBS646704315",85.26
"Cacicus chrysopterus",-58.628864,-25.374868,"Formosa","campo de cato",2018,8,"OBS646704381",85.26
"Cacicus chrysopterus",-59.152556,-25.48301,"Formosa","Unnamed Road, Formosa, AR (-25.483, -59.153)",2018,2,"OBS582452350",94.17
"Cacicus chrysopterus",-59.189286,-25.613042,"Formosa","1297 Ruta Nacional 81, Formosa, AR (-25,613, -59,189)",2018,7,"OBS641190447",92.51
"Cacicus chrysopterus",-58.099126,-25.753972,"Formosa","(-25,754, -58,099)",2018,2,"OBS653599221",69.14
"Cacicus chrysopterus",-58.037222,-25.781389,"Formosa","montelindo grande 2",2017,1,"OBS461911474",67.67
"Cacicus chrysopterus",-59.140627,-25.784551,"Formosa","pirane",2016,1,"OBS439924677",85
"Cacicus chrysopterus",-58.021697,-25.78769,"Formosa","Riacho Monte Lindo R11",2018,2,"OBS580971748",67.43
"Cacicus chrysopterus",-58.02079,-25.811338,"Formosa","Unnamed Road, Formosa, AR (-25,811, -58,021)",2018,1,"OBS564495478",66.46
"Cacicus chrysopterus",-57.99685,-25.81434,"Formosa","Unnamed Road, Formosa, AR (-25,814, -57,997)",2017,9,"OBS547272319",66.71
"Cacicus chrysopterus",-57.999265,-25.816596,"Formosa","la emilia",2017,7,"OBS522190114",66.81
"Cacicus chrysopterus",-57.998166,-25.817788,"Formosa","Unnamed Road, Formosa, AR (-25,818, -57,998)",2017,9,"OBS547272220",66.81
"Cacicus chrysopterus",-58.002028,-25.830135,"Formosa","Unnamed Road, Formosa, AR (-25,83, -58,002)",2017,10,"OBS547271990",65.63
"Cacicus chrysopterus",-57.905489,-25.855981,"Formosa","Colonia Dalmacia",2018,4,"OBS602333454",59.89
"Cacicus chrysopterus",-58.2185,-25.932,"Formosa","Ea. Guaycolec (Acceso restringido) (AICA FO08)",2018,2,"OBS580765014",70.56
"Cacicus chrysopterus",-58.164357,-25.983181,"Formosa","Ruta Nacional 11, Formosa, AR (-25,983, -58,164)",2018,7,"OBS642099297",68.62
"Cacicus chrysopterus",-58.162482,-25.983183,"Formosa","Ruta Nacional 11, Formosa, AR (-25,983, -58,162)",2017,10,"OBS545003563",68.62
"Cacicus chrysopterus",-58.164904,-25.983219,"Formosa","Reserva Guaycolec (AICA FO08)",2018,2,"OBS667088830",68.02
"Cacicus chrysopterus",-58.164839,-25.984821,"Formosa","Guaycolek",2018,11,"OBS674403585",68.02
"Cacicus chrysopterus",-58.160115,-25.985098,"Formosa","selva en galería, cerca de Capilla del Monte",2018,5,"OBS612934819",68.02
"Cacicus chrysopterus",-58.149271,-25.98602,"Formosa","Kayak Riacho Pilagá Tramo 1",2017,1,"OBS457609127",68.21
"Cacicus chrysopterus",-58.170737,-25.987653,"Formosa","Estancia Guaycolec",2017,9,"OBS530940873",68.02
"Cacicus chrysopterus",-58.02429,-26.00084,"Formosa","Cañada 12",2018,7,"OBS647075214",63.83
"Cacicus chrysopterus",-58.022522,-26.003343,"Formosa","AR-Formosa-Ruta Provincial 6 - -26,003x-58,023 - 21 jul. 2017 20:32",2017,7,"OBS520250478",64.63
"Cacicus chrysopterus",-58.02207,-26.00433,"Formosa","Cañada 12",2017,7,"OBS517168386",64.63
"Cacicus chrysopterus",-58.035764,-26.013532,"Formosa","Mojon de fierro",2016,7,"OBS420114333",64.63
"Cacicus chrysopterus",-58.040928,-26.019216,"Formosa","Ruta Provincial N° 6",2017,11,"OBS553454020",64.63
"Cacicus chrysopterus",-58.053192,-26.03339,"Formosa","Mojón de Fierro",2018,7,"OBS641936196",62.52
"Cacicus chrysopterus",-58.044155,-26.035867,"Formosa","de Mojón a Boca Pilagá",2018,6,"OBS631289698",62.52
"Cacicus chrysopterus",-58.259191,-26.09929,"Formosa","Campo de chiqui",2017,1,"OBS464269517",64.2
"Cacicus chrysopterus",-58.14312,-26.12918,"Formosa","Ruta Provincial N° 6",2017,12,"OBS557597762",61.61
"Cacicus chrysopterus",-58.72323,-26.1438,"Formosa","Colonia Ituzaingó",2017,7,"OBS515566916",72.68
"Cacicus chrysopterus",-58.674355,-26.163501,"Formosa","Ruta Provincial 5, Formosa, AR (-26,164, -58,674)",2017,12,"OBS561070043",72.27
"Cacicus chrysopterus",-58.970667,-26.16666,"Formosa","Paraje La Esperanza",2018,10,"OBS669023236",78.07
"Cacicus chrysopterus",-58.192398,-26.167779,"Formosa","Casa",2018,9,"OBS653475531",62.68
"Cacicus chrysopterus",-58.146011,-26.172847,"Formosa","Formosa--Paseo Costanero",2018,4,"OBS607081782",56.9
"Cacicus chrysopterus",-58.855141,-26.186782,"Formosa","NA",2017,9,"21744540",75.68
"Cacicus chrysopterus",-59.312568,-26.193413,"Formosa","Lote 20. Establecimiento La Arboleda. Jurisdicción Villa Dos Tre",2016,9,"OBS431329376",84.7
"Cacicus chrysopterus",-58.169303,-26.201267,"Formosa","Camino a Laguna Oca, Formosa, Formosa, AR (-26,201, -58,169)",2018,7,"OBS643528084",57.79
"Cacicus chrysopterus",-58.169432,-26.201381,"Formosa","Camino a Laguna Oca, Formosa, Formosa, AR (-26,201, -58,169)",2018,7,"OBS643524666",57.79
"Cacicus chrysopterus",-58.169206,-26.201458,"Formosa","Camino a Laguna Oca, Formosa, Formosa, AR (-26,201, -58,169)",2018,7,"OBS643214727",57.79
"Cacicus chrysopterus",-58.147126,-26.201619,"Formosa","Barrera contención Rio Paraguay",2018,6,"OBS653850660",56.21
"Cacicus chrysopterus",-58.172064,-26.205111,"Formosa","Camino a Laguna Oca, Formosa, Formosa, AR (-26,205, -58,172)",2018,7,"OBS644792609",57.79
"Cacicus chrysopterus",-58.228376,-26.205293,"Formosa","Formosa",2018,8,"OBS651714962",62.83
"Cacicus chrysopterus",-58.218901,-26.208706,"Formosa","Cabaña Punta Verde, Formosa, Formosa, AR (-26,209, -58,219)",2018,2,"OBS577105640",62.83
"Cacicus chrysopterus",-58.174773,-26.210501,"Formosa","(-26,211, -58,175)",2018,7,"OBS644804495",59.43
"Cacicus chrysopterus",-58.227788,-26.212203,"Formosa","AR - Aeropuerto Formosa",2018,7,"OBS643838061",62.83
"Cacicus chrysopterus",-58.179083,-26.215973,"Formosa","Camino a Laguna Oca, Formosa, AR (-26,216, -58,179)",2018,6,"OBS635100165",59.43
"Cacicus chrysopterus",-58.177049,-26.21615,"Formosa","Camino a Laguna Oca",2018,10,"OBS669260294",59.43
"Cacicus chrysopterus",-58.182573,-26.217538,"Formosa","Camino a Laguna Oca, Formosa, AR (-26,218, -58,183)",2018,7,"OBS642579459",59.43
"Cacicus chrysopterus",-58.173358,-26.219153,"Formosa","Reserva de Biósfera Laguna Oca (AICA FO02)",2018,3,"OBS589289639",56.06
"Cacicus chrysopterus",-58.177847,-26.219891,"Formosa","Laguna Oca",2018,8,"OBS654164055",56.29
"Cacicus chrysopterus",-58.7017,-26.22227,"Formosa","Cnia. Rincón Ñandú",2018,12,"OBS688207481",69.4
"Cacicus chrysopterus",-58.202556,-26.223916,"Formosa","AR-Formosa (-26,2239,-58,2026)",2018,12,"OBS686823686",58.96
"Cacicus chrysopterus",-58.199874,-26.235406,"Formosa","Laguna Oca",2018,8,"OBS649151021",58.96
"Cacicus chrysopterus",-58.640045,-26.236165,"Formosa","AR-Formosa - -26,236x-58,64 - 29 jun. 2017 16:20",2017,6,"OBS514917216",70.03
"Cacicus chrysopterus",-58.627515,-26.238254,"Formosa","Mision San Francisco de Laishi",2017,6,"OBS515230876",69.34
"Cacicus chrysopterus",-58.627465,-26.244718,"Formosa","Misión Laishi",2018,7,"OBS637957390",69.34
"Cacicus chrysopterus",-58.62748,-26.244736,"Formosa","Mision San Francisco de Laishi, Formosa, AR (-26,245, -58,627)",2017,8,"OBS527002701",69.34
"Cacicus chrysopterus",-58.627476,-26.244744,"Formosa","AR-Formosa-Mision San Francisco de Laishi - -26,245x-58,627 - 13 may. 2017 7:15",2017,7,"OBS517511563",69.34
"Cacicus chrysopterus",-58.627401,-26.244759,"Formosa","AR-Formosa-Mision San Francisco de Laishi - -26,245x-58,627 - 13 jul. 2017 8:05",2017,7,"OBS518237447",69.34
"Cacicus chrysopterus",-58.836,-26.247333,"Formosa","Ea. & Reserva El Bagual (AICA FO03)",2018,5,"OBS613532502",73.32
"Cacicus chrysopterus",-58.624256,-26.24922,"Formosa","Misión Laishí",2017,10,"OBS545683247",69.34
"Cacicus chrysopterus",-58.23285,-26.282812,"Formosa","Camino a Tres Marías",2018,10,"OBS664237824",60.9
"Cacicus chrysopterus",-58.526617,-26.293064,"Formosa","Cnia. El Esterito",2017,6,"OBS507611702",67.62
"Cacicus chrysopterus",-58.191962,-26.2938,"Formosa","Riacho Pikisiry",2016,7,"OBS419367272",57.3
"Cacicus chrysopterus",-58.314561,-26.297509,"Formosa","Machado Cué ",2016,2,"OBS376909884",63.36
"Cacicus chrysopterus",-58.212533,-26.306162,"Formosa","Unnamed Road, Formosa, AR (-26,306, -58,213)",2018,12,"OBS687072457",60.13
"Cacicus chrysopterus",-58.210732,-26.31783,"Formosa","camino a aquino",2017,7,"OBS519959692",59.97
"Cacicus chrysopterus",-58.222164,-26.343422,"Formosa","Establecimiento Los Picazos (AICA FO02)",2018,2,"OBS581068892",59.84
"Cacicus chrysopterus",-58.329093,-26.363542,"Formosa","Localidad desconocida - (-26,364, -58,329)",2018,2,"OBS579480757",62.91
"Cacicus chrysopterus",-58.212401,-26.375338,"Formosa","Puerto Aquino (AICA FO02)",2018,6,"OBS634013715",55.39
"Cacicus chrysopterus",-58.327441,-26.386317,"Formosa","Unnamed Road, Formosa, AR (-26.386, -58.32). EaDL",2018,4,"OBS607691905",62.85
"Cacicus chrysopterus",-58.368688,-26.39137,"Formosa","Posta del Salado",2018,3,"OBS583836182",62.09
"Cacicus chrysopterus",-58.368524,-26.391495,"Formosa","Tio Jorge",2018,2,"OBS579841675",62.09
"Cacicus chrysopterus",-58.324725,-26.391977,"Formosa","Campo De Brigada",2018,3,"OBS587292958",62.85
"Cacicus chrysopterus",-58.369814,-26.393503,"Formosa","tatane",2016,1,"OBS400592164",62.09
"Cacicus chrysopterus",-58.299074,-26.394551,"Formosa","estancia don luis",2018,1,"OBS563829721",62.42
"Cacicus chrysopterus",-58.374542,-26.3979,"Formosa","Ruta Provincial 1, Formosa, AR (-26,398, -58,375)",2018,2,"OBS579478514",63
"Cacicus chrysopterus",-58.252748,-26.410502,"Formosa","Unnamed Road, Formosa, AR (-26,411, -58,253)",2017,9,"OBS530704795",56.62
"Cacicus chrysopterus",-58.243557,-26.434055,"Formosa","La T",2018,8,"OBS648899746",55.63
"Cacicus chrysopterus",-58.263974,-26.437915,"Formosa","Riacho Corta Pick",2018,4,"OBS606078266",56.57
"Cacicus chrysopterus",-58.267193,-26.452823,"Formosa","Riacho Cortapick",2018,5,"OBS618274922",56.57
"Cacicus chrysopterus",-58.268352,-26.453822,"Formosa","Corta Pick",2018,4,"OBS604193374",56.7
"Cacicus chrysopterus",-58.275089,-26.462659,"Formosa","Riacho Cortapick",2018,5,"OBS618274857",56.7
"Cacicus chrysopterus",-58.308327,-26.480667,"Formosa","Avenida Independencia, Formosa, AR (-26.481, -58.308)",2018,9,"OBS661614435",60.5
"Cacicus chrysopterus",-58.241321,-26.486543,"Formosa","Ruta Alberdi - Pilar, Departamento de Ñeembucú, PY (-26,487, -58,241)",2017,9,"OBS530936830",55.93
"Cacicus chrysopterus",-58.244438,-26.487312,"Formosa","Cortapick",2018,7,"OBS643526967",55.93
"Cacicus chrysopterus",-58.491081,-26.501724,"Formosa","AR-Formosa - -26,502x-58,491 - 17 jul. 2017 19:35",2017,7,"OBS591912315",64.38
"Cacicus chrysopterus",-58.484428,-26.507603,"Formosa","Yatay",2018,4,"OBS594564593",64.38
"Cacicus chrysopterus",-58.283333,-26.516667,"Formosa","Herradura (AICA FO02)",2018,7,"OBS638948879",55.32
"Cacicus chrysopterus",-58.228781,-26.524583,"Formosa","Prefectura",2018,3,"OBS588597500",53.88
"Cacicus chrysopterus",-58.26494,-26.533142,"Formosa","Unnamed Road, Formosa, AR (-26,533, -58,265)",2018,1,"OBS572602316",56.8
"Cacicus chrysopterus",-58.230012,-26.535971,"Formosa","Callejón  (Herradura)",2018,6,"OBS633880580",54.21
"Cacicus chrysopterus",-58.228117,-26.539593,"Formosa","Prefectura Cue",2018,3,"OBS588595376",54.21
"Cacicus chrysopterus",-58.504323,-26.542208,"Formosa","Camino A Payagua",2018,3,"OBS595044901",62
"Cacicus chrysopterus",-58.503964,-26.542533,"Formosa","Camino Payaguá",2018,4,"OBS607923722",62
"Cacicus chrysopterus",-58.493181,-26.548373,"Formosa","Camino A Payagua",2018,3,"OBS589427213",62
"Cacicus chrysopterus",-58.463273,-26.572408,"Formosa","Camino a Payaguá 3",2018,5,"OBS612615200",61.63
"Cacicus chrysopterus",-58.438296,-26.592288,"Formosa","Camino a Payaguá",2018,3,"OBS590639084",61.95
"Cacicus chrysopterus",-58.572492,-26.597386,"Formosa","Camino A Payagua",2018,3,"OBS587292470",60.59
"Cacicus chrysopterus",-55.8,-26.43,"Itapúa","Parque Nacional San Rafael, Dptos. Itapúa y Caazapá (Alto Paraná)",2018,1,"OBS570865798",144.71
"Cacicus chrysopterus",-55.69132,-26.4874,"Itapúa","San Rafael NP",2017,1,"OBS566282115",251.04
"Cacicus chrysopterus",-55.788896,-26.511976,"Itapúa","Camino a Kanguery, Departamento de Itapúa, PY (-26,512, -55,789)",2018,8,"OBS648835318",149.85
"Cacicus chrysopterus",-55.788958,-26.511977,"Itapúa","Camino a Kanguery, Departamento de Itapúa, PY (-26,512, -55,789)",2018,8,"OBS648832022",149.85
"Cacicus chrysopterus",-55.766833,-26.516,"Itapúa","Reserva Guyra Reta",2018,8,"OBS648832652",166.16
"Cacicus chrysopterus",-55.663948,-26.637764,"Itapúa","Estancias Nueva Gambach",2018,1,"OBS565804909",281.98
"Cacicus chrysopterus",-56.238027,-27.172575,"Itapúa","Coronel Bogardo",2017,1,"OBS566466215",97.89
"Cacicus chrysopterus",-46.473782,-21.812843,"Minas Gerais","Recanto dos lagos",2018,3,"OBS595226683",1378.77
"Cacicus chrysopterus",-44.696937,-22.229044,"Minas Gerais","RPPN François Robert Arthur - Itamonte / MG",2016,6,"OBS421278077",1540.48
"Cacicus chrysopterus",-44.572687,-22.319371,"Minas Gerais","Trilha Maringá -  Alcantilado - Bocaina de Minas-MG",2017,4,"OBS485825221",1189.06
"Cacicus chrysopterus",-44.57053,-22.321294,"Minas Gerais","BR-Minas Gerais-Maringá - -22,321x-44,571 - 15/04/2017 9:04 PM",2017,4,"OBS486116532",1189.06
"Cacicus chrysopterus",-44.612127,-22.328345,"Minas Gerais","NA",2018,5,"14025989",1432.42
"Cacicus chrysopterus",-44.796072,-22.352963,"Minas Gerais","Itamonte--RPPN Alto Montana",2018,3,"OBS594022814",1552.81
"Cacicus chrysopterus",-44.73429,-22.355908,"Minas Gerais","(-22.3559,-44.7343) Araucaria Tit-Spinetail spot down hill from the Itatiaia NP checkpoint station",2018,10,"OBS698889816",2060.19
"Cacicus chrysopterus",-44.734746,-22.362522,"Minas Gerais","PN Itatiaia  (parte alta), Itamonte, Minas Gerais, BR (-22,363, -44,735)",2018,4,"OBS608308976",1919.23
"Cacicus chrysopterus",-44.746156,-22.36607,"Minas Gerais","PN do Itatiaia--Agulhas Negras Road (MG; 1700-2200m)",2018,7,"OBS643537394",1919.23
"Cacicus chrysopterus",-44.737891,-22.366355,"Minas Gerais","BR-485, Itamonte BR-MG (-22.3664,-44.7379)",2018,7,"OBS641124029",1919.23
"Cacicus chrysopterus",-44.740896,-22.367758,"Minas Gerais","Parque Nacional do Itatiaia, parte alta, Itamonte,BR (-22,368, -44,741)",2017,9,"OBS530739367",1919.23
"Cacicus chrysopterus",-44.751598,-22.372346,"Minas Gerais","Estrada Parque Itamonte",2018,12,"OBS690598110",1919.23
"Cacicus chrysopterus",-44.755429,-22.37344,"Minas Gerais","-22,3734x-44,7554 - 18 de mai de 2017 06:35",2017,5,"OBS501484456",1771.76
"Cacicus chrysopterus",-44.756255,-22.373465,"Minas Gerais","(-22.3735,-44.7563)",2018,11,"OBS672638663",1771.76
"Cacicus chrysopterus",-44.756815,-22.373522,"Minas Gerais","PN do Itatiaia--Agulhas Negras Road (MG and RJ; 1700-2400m)",2018,1,"OBS562559984",1771.76
"Cacicus chrysopterus",-44.759224,-22.374101,"Minas Gerais","-22,3741x-44,7592 - 17 de mai de 2017 06:14",2017,5,"OBS501260462",1771.76
"Cacicus chrysopterus",-44.762931,-22.375678,"Minas Gerais","Hotel São Gotardo",2016,11,"OBS444923750",1771.76
"Cacicus chrysopterus",-44.947565,-22.386335,"Minas Gerais","Passa Quatro - MG, Passa Quatro BR-MG (-22,3863,-44,9476)",2018,5,"OBS609109352",1134.19
"Cacicus chrysopterus",-45.376364,-22.427021,"Minas Gerais","BR-Minas Gerais-Itajubá - -22,427x-45,376 - 26/06/2016 21:18",2016,6,"OBS414351207",1306.16
"Cacicus chrysopterus",-44.916656,-22.441146,"Minas Gerais","Refúgio Serra Fina, Passa Quatro",2016,10,"OBS435349663",1596.06
"Cacicus chrysopterus",-45.405265,-22.470206,"Minas Gerais","BR-Minas Gerais-Itajubá-1124 Estr. Ponte Santo Antônio - -22,47x-45,405 - 16/05/2016 15:47",2016,5,"OBS404585437",1126.5
"Cacicus chrysopterus",-45.375484,-22.478525,"Minas Gerais","Estrada de acesso ao Pico dos Marins -22,479x-45,375 - 29 de dez de 2016 05:05",2016,12,"OBS452791637",960.09
"Cacicus chrysopterus",-45.133856,-22.500172,"Minas Gerais","Pico Dos Marins -- Marmelópolis--MG",2018,9,"OBS655191527",1653.11
"Cacicus chrysopterus",-45.309404,-22.502901,"Minas Gerais","Delfim Moreira, Minas Gerais, BR (-22,503, -45,309)",2017,8,"OBS526155384",1350
"Cacicus chrysopterus",-45.305828,-22.504851,"Minas Gerais","BR-Minas Gerais-Delfim Moreira - -22,505x-45,306 - 15 de jul de 2017 05:55",2017,7,"OBS520189719",1350
"Cacicus chrysopterus",-45.301567,-22.505143,"Minas Gerais","BR-Minas Gerais-Delfim Moreira Estrada Barreira - -22,505x-45,302 - 23 de abr de 2017 05:20",2017,4,"OBS495338938",1340.84
"Cacicus chrysopterus",-45.293021,-22.506387,"Minas Gerais","BR-Minas Gerais-Delfim Moreira-394-476 Avenida do Encontro - -22,506x-45,293",2017,2,"OBS464649393",1340.84
"Cacicus chrysopterus",-45.294378,-22.506848,"Minas Gerais","BR-Minas Gerais-Delfim Moreira Estrada Bartira/bifurcação- -22,507x-45,294 - 9 de abr de 2017 04:44",2017,4,"OBS484114505",1340.84
"Cacicus chrysopterus",-45.294515,-22.50688,"Minas Gerais","MG-350, Minas Gerais, BR (-22,507, -45,295)",2018,2,"OBS581995428",1340.84
"Cacicus chrysopterus",-45.294171,-22.50699,"Minas Gerais","MG-350, Minas Gerais, BR (-22,507, -45,294)",2017,8,"OBS526504450",1340.84
"Cacicus chrysopterus",-45.293951,-22.506995,"Minas Gerais","BR-Minas Gerais-Delfim-Estrada Pico Dos Marins Moreira - -22,507x-45,294 - 26 de mar de 2017 04:39",2018,5,"OBS612120473",1340.84
"Cacicus chrysopterus",-45.279257,-22.520761,"Minas Gerais","BR-Minas Gerais-Delfim Moreira-Rua Joaquim de Oliveira - -22,521x-45,279",2017,5,"OBS496528671",1296.76
"Cacicus chrysopterus",-45.281521,-22.52214,"Minas Gerais","BR-Minas Gerais-Delfim Moreira - -22,522x-45,282 - 18 de jul de 2017 09:00",2017,7,"OBS520188822",1296.76
"Cacicus chrysopterus",-45.354895,-22.525733,"Minas Gerais","BR-Minas Gerais-Wenceslau Braz-26 Rodovia Juscelino Kubitscheck de Oliveira - -22,526x-45,355",2017,5,"OBS505755212",1168.72
"Cacicus chrysopterus",-45.279692,-22.529549,"Minas Gerais","BR-Minas Gerais-Delfim Moreira-Unnamed Rd - -22,53x-45,28",2016,6,"OBS414436966",1296.76
"Cacicus chrysopterus",-45.168311,-22.530904,"Minas Gerais","Unnamed Road, Minas-Divisa Delfim/Marmelópolis. Gerais, BR (-22,531, -45,168)",2017,9,"OBS533269610",1538.11
"Cacicus chrysopterus",-45.263726,-22.534092,"Minas Gerais","Delfim Moreira -- MG-350 - -22,5341x-45,2637",2018,2,"OBS579430644",1424
"Cacicus chrysopterus",-45.362822,-22.535338,"Minas Gerais","BR-Minas Gerais-Wenceslau Braz-164 Rodovia Juscelino Kubitscheck de Oliveira - -22,535x-45,363",2017,6,"OBS512151815",1218.08
"Cacicus chrysopterus",-45.232507,-22.540341,"Minas Gerais","Estrada De Acesso Ao Pico Dos Marins -- Delfim Moreira",2018,5,"OBS627228235",1453.31
"Cacicus chrysopterus",-45.179165,-22.541663,"Minas Gerais","Delfim Moreira--Estrada para o Pico dos Marins",2018,4,"OBS604741010",1487.37
"Cacicus chrysopterus",-45.371801,-22.548325,"Minas Gerais","BR-Minas Gerais-Wenceslau Braz-Rodovia Tancredo Neves - -22,548x-45,372",2016,10,"OBS437837339",1163.86
"Cacicus chrysopterus",-45.283032,-22.557979,"Minas Gerais","BR-Minas Gerais-Delfim Moreira-Unnamed Road -Haras Serra Bonita. -22,558x-45,283",2018,5,"OBS619320883",1642.98
"Cacicus chrysopterus",-45.282766,-22.558087,"Minas Gerais","Serra Bonita -- Delfim Moreira--MG.",2018,8,"OBS659537135",1642.98
"Cacicus chrysopterus",-45.28095,-22.558929,"Minas Gerais","BR-Minas Gerais-Delfim Moreira-Unnamed Road - -22,559x-45,281",2016,7,"OBS419923411",1679.18
"Cacicus chrysopterus",-45.229579,-22.568917,"Minas Gerais","Piquete -- Trilha Do Pico Do Ataque.",2018,4,"OBS604164211",1401.49
"Cacicus chrysopterus",-45.250094,-22.574376,"Minas Gerais","Estrada Barreira- Fazenda Da Onça. (-22,574, -45,25)",2017,9,"OBS535475776",1589.05
"Cacicus chrysopterus",-45.260823,-22.57508,"Minas Gerais","BR-Minas Gerais-Delfim Moreira-Unnamed Road - -22,575x-45,261",2016,9,"OBS430817274",1826.39
"Cacicus chrysopterus",-45.25155,-22.575656,"Minas Gerais","Delfim Moreira--Barreira",2018,4,"OBS604796610",1589.05
"Cacicus chrysopterus",-45.263683,-22.577759,"Minas Gerais","-22,578x-45,264 - Fazenda Bartira 01/10/2016 18:12",2016,10,"OBS433398549",1826.39
"Cacicus chrysopterus",-45.536661,-22.583206,"Minas Gerais","Trilha Pedra Da Nuvem Branca -- Piranguçu -- MG.",2018,8,"OBS650470107",1443.7
"Cacicus chrysopterus",-45.568371,-22.605915,"Minas Gerais","Vila Maria vicinity, SW of Piranguçu, Minas Gerais, Brazil",2017,7,"OBS520931128",1543.98
"Cacicus chrysopterus",-45.357584,-22.61571,"Minas Gerais","Delfim Moreira--Fazenda da Onça",2017,11,"OBS547348392",1853.75
"Cacicus chrysopterus",-45.397195,-22.629471,"Minas Gerais","Estrada Divisa Charco/Parque ESTADUAL DE CAMPOS DO JORDÃO--MG/SP",2018,7,"OBS646019749",1742.75
"Cacicus chrysopterus",-45.397142,-22.629502,"Minas Gerais","Estrada Charco/Campos Do Jordão -- Wenceslau Braz-- Mg.",2018,8,"OBS655193451",1742.75
